82234,187500 
82664,429688 
73291,023438 
80367,046875 
85434,765625 
73677,835938 
77830,468750 
82887,828125 
78389,703125 
76310,632812 
82643,007812 
77870,765625 
77391,109375 
80635,617188 
81353,601562 
74946,476562 
79743,789062 
81913,664062 
79955,218750 
74706,843750 
80763,835938 
81237,359375 
79891,851562 
76355,750000 
79843,945312 
79825,562500 
79542,687500 
76522,234375 
79278,742188 
79418,179688 
81302,179688 
78109,507812 
78363,218750 
78187,132812 
82448,679688 
80512,625000 
78167,304688 
75742,750000 
80244,414062 
81809,953125 
81108,578125 
74957,523438 
77182,773438 
80554,593750 
84291,843750 
79092,179688 
75061,765625 
74370,781250 
82086,226562 
84807,742188 
83209,437500 
75202,468750 
73906,046875 
77006,437500 
85462,718750 
85662,101562 
82542,265625 
73488,421875 
72135,351562 
75065,015625 
84197,320312 
87173,171875 
87047,601562 
77891,375000 
72724,914062 
69061,125000 
77079,890625 
83028,640625 
90971,554688 
88972,250000 
89988,851562 
79562,101562 
71365,484375 
67386,250000 
75929,703125 
78815,062500 
89211,359375 
89245,593750 
92704,562500 
84057,343750 
80552,343750 
76133,117188 
68609,648438 
66498,906250 
69441,882812 
74263,093750 
81341,250000 
85622,476562 
91560,421875 
93104,531250 
95548,023438 
93091,335938 
91894,812500 
86617,375000 
83316,257812 
77302,609375 
72616,812500 
66989,750000 
67555,335938 
64451,675781 
64965,007812 
65011,585938 
68014,312500 
66757,226562 
69676,164062 
68914,250000 
73834,898438 
74784,117188 
80598,132812 
79420,242188 
82206,632812 
80748,375000 
81484,421875 
80033,945312 
82357,421875 
79353,414062 
80719,070312 
78914,593750 
80480,843750 
77835,390625 
79867,843750 
76860,914062 
79109,890625 
76241,070312 
79454,515625 
77767,382812 
79929,648438 
77902,585938 
80284,320312 
77349,492188 
78760,929688 
75140,015625 
78537,492188 
78459,093750 
85797,765625 
88421,039062 
92383,406250 
87368,726562 
82851,421875 
71874,546875 
68979,390625 
66777,046875 
79159,062500 
88067,367188 
96428,843750 
83416,531250 
65792,593750 
63512,125000 
91430,843750 
97348,953125 
83030,906250 
60422,191406 
77645,164062 
91933,921875 
89552,859375 
66728,625000 
79578,851562 
89627,390625 
77807,828125 
68098,617188 
92316,757812 
76928,585938 
74367,500000 
83949,429688 
78718,789062 
75423,757812 
86805,257812 
73629,781250 
85484,742188 
76146,625000 
81331,968750 
78912,921875 
79017,109375 
77927,179688 
81512,585938 
77060,351562 
83081,398438 
76390,210938 
83897,796875 
74642,601562 
83061,601562 
75008,328125 
82888,828125 
75531,265625 
82736,812500 
76131,148438 
83233,164062 
75145,359375 
83317,679688 
74054,757812 
84465,601562 
74576,093750 
85161,617188 
74270,304688 
84058,406250 
74678,781250 
85149,718750 
73475,132812 
86428,281250 
72458,203125 
86664,757812 
72495,437500 
86324,085938 
73272,343750 
87421,328125 
72099,484375 
87933,773438 
72342,390625 
87819,023438 
74987,703125 
86664,375000 
75794,820312 
85387,625000 
79125,921875 
83610,843750 
83615,046875 
78447,945312 
86995,171875 
75507,843750 
93479,968750 
68944,890625 
97001,281250 
63515,210938 
101128,789062 
59431,558594 
103160,679688 
54554,503906 
105604,390625 
53372,015625 
106295,765625 
52326,246094 
105755,718750 
61046,136719 
98142,578125 
75712,000000 
83137,804688 
95916,281250 
59803,664062 
105207,609375 
59626,062500 
96485,187500 
90015,453125 
64338,023438 
117839,546875 
39119,191406 
114602,320312 
75036,929688 
79131,578125 
107511,585938 
49744,800781 
98832,531250 
86959,062500 
60415,714844 
106852,023438 
62268,812500 
83940,578125 
93530,273438 
63658,203125 
88193,523438 
87439,773438 
65014,316406 
95081,578125 
70968,203125 
84105,101562 
80946,328125 
77801,859375 
81003,421875 
84966,375000 
65854,640625 
93866,281250 
79720,484375 
61540,421875 
101495,164062 
84652,859375 
51934,796875 
109408,273438 
91158,218750 
48684,261719 
96473,515625 
107392,445312 
51023,621094 
80755,203125 
106328,734375 
81750,507812 
53747,667969 
90655,648438 
107442,039062 
73099,750000 
53194,710938 
110058,687500 
98321,343750 
53648,152344 
72762,429688 
105166,937500 
85137,390625 
61121,507812 
80850,304688 
92875,773438 
70917,062500 
81311,382812 
85584,609375 
72622,476562 
71025,617188 
89844,195312 
84331,671875 
78462,835938 
71314,039062 
70225,062500 
89244,203125 
103574,562500 
80231,398438 
51797,890625 
68550,640625 
101034,960938 
110583,593750 
91597,414062 
45147,765625 
63487,996094 
98196,328125 
110869,960938 
90001,351562 
66318,085938 
61632,675781 
73378,968750 
81311,429688 
91763,210938 
89876,640625 
86936,039062 
73348,906250 
67278,515625 
71442,179688 
83405,953125 
84098,093750 
82580,335938 
75540,375000 
78529,562500 
89027,234375 
97499,078125 
82377,085938 
65838,093750 
58328,761719 
65313,839844 
76663,851562 
86410,804688 
88574,687500 
96408,234375 
95517,632812 
94063,437500 
88246,156250 
82900,781250 
68611,710938 
57902,097656 
47704,281250 
56186,589844 
70679,312500 
84133,781250 
88939,710938 
91639,851562 
85937,546875 
85841,914062 
80439,070312 
85705,867188 
90868,492188 
101466,046875 
105530,953125 
108650,132812 
103794,898438 
101910,476562 
93901,203125 
77278,812500 
60514,035156 
55985,011719 
49458,199219 
67245,710938 
78753,687500 
93024,585938 
97251,445312 
108188,375000 
112014,515625 
114161,976562 
114154,718750 
104660,773438 
99102,281250 
94645,578125 
91164,304688 
89265,031250 
84414,695312 
82283,140625 
77366,617188 
72240,531250 
60994,722656 
62353,835938 
62118,871094 
64925,488281 
68797,296875 
72505,789062 
76307,539062 
80607,375000 
78511,554688 
90775,828125 
89017,640625 
83061,554688 
81881,046875 
90531,312500 
89198,843750 
83024,835938 
85447,054688 
86302,000000 
78158,835938 
80168,585938 
82860,187500 
83962,312500 
78778,132812 
80257,289062 
75171,250000 
83240,937500 
87438,648438 
77221,070312 
78103,867188 
81687,273438 
82753,242188 
85079,007812 
76421,929688 
88030,007812 
84693,968750 
78187,203125 
87336,335938 
81918,109375 
84303,734375 
87588,718750 
76164,726562 
78285,070312 
78142,234375 
73680,625000 
70070,265625 
65422,804688 
66790,648438 
72771,695312 
71297,468750 
73599,453125 
74488,273438 
76230,726562 
80813,765625 
85199,375000 
88855,468750 
87153,671875 
82681,609375 
85365,375000 
86125,296875 
81868,406250 
74937,359375 
80131,953125 
74816,257812 
73070,960938 
73170,468750 
72343,914062 
71842,414062 
74815,140625 
74611,242188 
82946,742188 
76733,968750 
77165,531250 
79696,757812 
76826,492188 
76373,093750 
77637,593750 
77341,828125 
80176,367188 
77642,242188 
80139,046875 
82592,132812 
87086,406250 
81389,195312 
77969,125000 
79462,171875 
76104,257812 
67805,937500 
70558,546875 
75151,984375 
79600,203125 
77378,687500 
76678,718750 
76779,109375 
80300,875000 
75551,734375 
76576,414062 
78393,007812 
81209,648438 
80716,078125 
76861,234375 
76842,640625 
76915,859375 
75087,929688 
81623,398438 
81650,992188 
80222,046875 
72540,992188 
74089,125000 
74435,523438 
79901,468750 
75479,257812 
70720,015625 
79725,140625 
83352,015625 
74804,312500 
74858,078125 
80023,382812 
78338,234375 
76300,226562 
80730,812500 
85760,757812 
81752,890625 
78205,382812 
80694,593750 
78685,351562 
78321,031250 
69351,750000 
74224,296875 
70768,359375 
68090,242188 
71837,851562 
75493,859375 
76529,226562 
76814,960938 
78026,148438 
77827,101562 
81228,929688 
79003,601562 
78396,921875 
88923,898438 
88272,601562 
90049,539062 
90035,265625 
86198,632812 
75328,281250 
75661,054688 
82143,265625 
84971,429688 
84793,476562 
89092,257812 
89917,234375 
80504,132812 
67982,437500 
75763,750000 
75676,765625 
66823,445312 
50705,695312 
53668,015625 
70900,210938 
93869,343750 
89915,773438 
90423,367188 
94815,304688 
79602,695312 
66635,648438 
83499,960938 
97875,695312 
98008,843750 
86867,851562 
73888,859375 
83175,273438 
98726,125000 
102073,945312 
75617,539062 
59939,312500 
66709,757812 
73233,570312 
48518,968750 
53471,449219 
85029,335938 
79308,695312 
94722,687500 
128178,203125 
108994,304688 
59574,105469 
59078,546875 
60402,097656 
93587,695312 
115524,921875 
95829,234375 
73694,890625 
62113,339844 
77940,664062 
118902,585938 
83646,000000 
48829,539062 
59537,343750 
98582,914062 
69581,671875 
57139,394531 
101666,625000 
113980,718750 
58509,914062 
77670,148438 
88527,281250 
49795,558594 
90703,585938 
111670,718750 
64738,253906 
73916,078125 
86730,125000 
66441,304688 
101500,265625 
66962,609375 
75450,695312 
101739,851562 
70445,218750 
71052,132812 
79541,765625 
84884,851562 
70933,257812 
79481,164062 
82053,140625 
68217,460938 
64496,808594 
73541,335938 
64399,636719 
73708,500000 
74825,843750 
78377,804688 
76702,546875 
83451,476562 
82810,171875 
78457,625000 
81953,968750 
85607,609375 
82015,914062 
89965,718750 
83685,804688 
83659,320312 
80905,695312 
78300,890625 
83847,039062 
78312,289062 
70554,289062 
58386,968750 
65813,968750 
71854,015625 
74982,843750 
75307,148438 
64701,105469 
53464,722656 
66145,750000 
76368,625000 
76680,078125 
86706,468750 
104543,640625 
95797,984375 
91577,859375 
91580,476562 
87870,570312 
94570,414062 
94439,351562 
74993,007812 
53809,328125 
70544,757812 
67967,914062 
73544,968750 
47658,179688 
72029,742188 
95702,476562 
79590,656250 
52804,042969 
75380,500000 
77217,640625 
69550,281250 
97793,898438 
81466,507812 
82253,445312 
102286,562500 
87076,320312 
83631,757812 
85632,328125 
53244,082031 
61250,609375 
69988,937500 
46409,136719 
84625,507812 
107078,828125 
68177,796875 
104646,546875 
109377,507812 
80132,265625 
66120,765625 
42226,984375 
72156,203125 
71060,570312 
142846,187500 
120595,960938 
21835,320312 
77140,421875 
117052,640625 
105824,078125 
84619,734375 
65772,320312 
105232,773438 
102181,117188 
57370,210938 
73001,460938 
51177,589844 
98140,984375 
92422,070312 
86495,406250 
111416,296875 
108777,054688 
101662,851562 
137877,968750 
133631,468750 
92226,382812 
111304,453125 
86140,859375 
60106,296875 
36384,843750 
84604,687500 
117482,226562 
171083,875000 
209340,656250 
224078,156250 
203421,187500 
176169,875000 
158103,625000 
198518,906250 
254117,328125 
286475,593750 
273380,656250 
214742,640625 
134119,250000 
115969,250000 
169954,906250 
176923,843750 
152481,203125 
93192,765625 
49888,128906 
206934,125000 
346839,375000 
374014,312500 
247452,171875 
182560,250000 
230095,171875 
142264,000000 
66471,742188 
212919,046875 
164663,812500 
97184,304688 
205537,187500 
212146,078125 
240997,343750 
164662,421875 
85483,070312 
168269,093750 
121918,289062 
85257,695312 
139881,796875 
143183,062500 
120506,984375 
178649,046875 
181731,984375 
197874,828125 
128651,820312 
89217,031250 
248202,015625 
223703,546875 
118938,914062 
179241,859375 
237876,328125 
136369,531250 
63555,679688 
163598,921875 
71680,562500 
76093,398438 
81401,445312 
101191,492188 
86428,250000 
87780,921875 
144380,218750 
42337,757812 
198834,578125 
90045,273438 
147850,109375 
170482,875000 
30745,949219 
